symbol,time,id,direction,entry,stop,r0,reason,exit,exit_reason,stop_mode,be_armed,tsl_active,be_price,wave_frame,adapt_params,be_floor,stop_trace,last_logged_stop,last_logged_mode,r0_used,r_realized,r_sl,r_be,r_tsl,r_sl_overshoot,r_realized_adjusted
ETHUSDT,2025-06-05T20:13:00+00:00,20,SHORT,2512.02,2508.754374,19.5,wavegate_momentum,2508.754374,TSL,TSL,True,True,2512.02,event,"{'wave': {'atr_mult0': 1.369949916527546, 'atr_window': 168, 'w2_end_arm': 0.81, 'w2_post_min': 0.8200000000000001, 'min_conf': 0.9, 'max_age_bars': 80}, 'trigger': {'zscore_k': 0.784974958263773, 'range_atr_min': 0.7387312186978297}, 'risk': {'be_trigger_r': 0.4292153589315526, 'tsl_start_r': 0.7938230383973288, 'tsl_atr_mult': 18.230383973288816}}",2508.754374,"[{'time': '2025-06-05T20:14:00+00:00', 'price': 2496.53, 'stop': 2508.754374, 'mode': 'TSL', 'r': 0.7943589743589632, 'tsl_active': True, 'be_armed': True}]",2508.754374,TSL,19.5,0.16746799999999404,0.0,0.0,0.16746799999999404,0.0,0.16746799999999404
ETHUSDT,2025-06-06T00:21:00+00:00,21,SHORT,2406.4,2403.2716800000003,5.4699999999998,wavegate_momentum,2403.2716800000003,TSL,TSL,True,True,2406.4,event,"{'wave': {'atr_mult0': 1.0948247078464106, 'atr_window': 110, 'w2_end_arm': 0.81, 'w2_post_min': 0.8200000000000001, 'min_conf': 0.9, 'max_age_bars': 80}, 'trigger': {'zscore_k': 0.6474123539232053, 'range_atr_min': 0.635559265442404}, 'risk': {'be_trigger_r': 0.37779632721202006, 'tsl_start_r': 0.71669449081803, 'tsl_atr_mult': 16.9449081803005}}",2403.2716800000003,"[{'time': '2025-06-06T00:22:00+00:00', 'price': 2401.78, 'stop': 2403.2716800000003, 'mode': 'TSL', 'r': 0.8446069469835575, 'tsl_active': True, 'be_armed': True}]",2403.2716800000003,TSL,5.4699999999998,0.5719049360146102,0.0,0.0,0.5719049360146102,0.0,0.5719049360146102
ETHUSDT,2025-06-06T02:10:00+00:00,22,SHORT,2421.67,2418.5218290000003,0.8899999999998727,wavegate_momentum,2418.5218290000003,TSL,TSL,True,True,2421.67,event,"{'wave': {'atr_mult0': 1.0, 'atr_window': 90, 'w2_end_arm': 0.81, 'w2_post_min': 0.8200000000000001, 'min_conf': 0.9, 'max_age_bars': 80}, 'trigger': {'zscore_k': 0.6, 'range_atr_min': 0.6}, 'risk': {'be_trigger_r': 0.5, 'tsl_start_r': 0.9, 'tsl_atr_mult': 20.0}}",2418.5218290000003,"[{'time': '2025-06-06T02:11:00+00:00', 'price': 2420.11, 'stop': 2418.5218290000003, 'mode': 'TSL', 'r': 1.7528089887642344, 'tsl_active': True, 'be_armed': True}]",2418.5218290000003,TSL,0.8899999999998727,3.537270786517158,0.0,0.0,3.537270786517158,0.0,3.537270786517158
ETHUSDT,2025-06-06T02:38:00+00:00,23,SHORT,2409.61,2409.2,1e-09,wavegate_momentum,2409.2,SL,INIT,False,False,2409.61,event,"{'wave': {'atr_mult0': 1.0, 'atr_window': 90, 'w2_end_arm': 0.81, 'w2_post_min': 0.8200000000000001, 'min_conf': 0.9, 'max_age_bars': 80}, 'trigger': {'zscore_k': 0.6, 'range_atr_min': 0.6}, 'risk': {'be_trigger_r': 0.49699499165275457, 'tsl_start_r': 0.8954924874791319, 'tsl_atr_mult': 19.924874791318864}}",2409.2,[],2409.2,INIT,0.12048050000000002,3.4030403260304296,-1.0,0.0,0.0,4.40304032603043,3.40304032603043
ETHUSDT,2025-06-06T11:04:00+00:00,24,LONG,2483.15,2486.378095,2.480000000000018,wavegate_momentum,2486.378095,BE,BE,True,False,2483.15,event,"{'wave': {'atr_mult0': 1.5769616026711186, 'atr_window': 212, 'w2_end_arm': 0.81, 'w2_post_min': 0.8200000000000001, 'min_conf': 0.9, 'max_age_bars': 80}, 'trigger': {'zscore_k': 0.8884808013355592, 'range_atr_min': 0.8163606010016695}, 'risk': {'be_trigger_r': 0.3460767946577629, 'tsl_start_r': 0.6691151919866444, 'tsl_atr_mult': 16.151919866444075}}",2486.378095,"[{'time': '2025-06-06T11:05:00+00:00', 'price': 2484.49, 'stop': 2486.378095, 'mode': 'BE', 'r': 0.5403225806450327, 'tsl_active': False, 'be_armed': True}]",2486.378095,BE,2.480000000000018,1.3016512096773853,0.0,1.3016512096773853,0.0,0.0,1.3016512096773853
ETHUSDT,2025-06-06T22:49:00+00:00,25,SHORT,2478.06,2482.03,3.9700000000002547,wavegate_momentum,2482.03,SL,INIT,False,False,2478.06,event,"{'wave': {'atr_mult0': 1.006677796327212, 'atr_window': 91, 'w2_end_arm': 0.81, 'w2_post_min': 0.8200000000000001, 'min_conf': 0.9, 'max_age_bars': 80}, 'trigger': {'zscore_k': 0.603338898163606, 'range_atr_min': 0.6025041736227045}, 'risk': {'be_trigger_r': 0.3874791318864774, 'tsl_start_r': 0.7312186978297162, 'tsl_atr_mult': 17.186978297161936}}",2482.03,[],2482.03,INIT,3.9700000000002547,-1.0,-1.0,0.0,0.0,0.0,-1.0
ETHUSDT,2025-06-07T10:22:00+00:00,26,LONG,2493.99,2497.2321869999996,8.489999999999782,wavegate_momentum,2497.2321869999996,BE,BE,True,False,2493.99,event,"{'wave': {'atr_mult0': 1.3125208681135225, 'atr_window': 156, 'w2_end_arm': 0.81, 'w2_post_min': 0.8200000000000001, 'min_conf': 0.9, 'max_age_bars': 80}, 'trigger': {'zscore_k': 0.7562604340567612, 'range_atr_min': 0.7171953255425709}, 'risk': {'be_trigger_r': 0.3070116861435726, 'tsl_start_r': 0.610517529215359, 'tsl_atr_mult': 15.175292153589316}}",2497.2321869999996,"[{'time': '2025-06-07T11:23:00+00:00', 'price': 2496.87, 'stop': 2497.2321869999996, 'mode': 'BE', 'r': 0.33922261484101096, 'tsl_active': False, 'be_armed': True}]",2497.2321869999996,BE,8.489999999999782,0.38188303886924785,0.0,0.38188303886924785,0.0,0.0,0.38188303886924785
ETHUSDT,2025-06-07T14:56:00+00:00,27,LONG,2517.18,2520.4523339999996,2.349999999999909,wavegate_momentum,2520.4523339999996,BE,BE,True,False,2517.18,event,"{'wave': {'atr_mult0': 1.8, 'atr_window': 260, 'w2_end_arm': 0.81, 'w2_post_min': 0.8200000000000001, 'min_conf': 0.9, 'max_age_bars': 80}, 'trigger': {'zscore_k': 1.0, 'range_atr_min': 0.9}, 'risk': {'be_trigger_r': 0.5, 'tsl_start_r': 0.9, 'tsl_atr_mult': 20.0}}",2520.4523339999996,"[{'time': '2025-06-07T15:04:00+00:00', 'price': 2518.98, 'stop': 2520.4523339999996, 'mode': 'BE', 'r': 0.7659574468086177, 'tsl_active': False, 'be_armed': True}]",2520.4523339999996,BE,2.349999999999909,1.3924825531914469,0.0,1.3924825531914469,0.0,0.0,1.3924825531914469
ETHUSDT,2025-06-07T15:06:00+00:00,28,LONG,2518.49,2521.764037,3.6599999999998545,wavegate_momentum,2521.764037,BE,BE,True,False,2518.49,event,"{'wave': {'atr_mult0': 1.7959933222036728, 'atr_window': 259, 'w2_end_arm': 0.81, 'w2_post_min': 0.8200000000000001, 'min_conf': 0.9, 'max_age_bars': 80}, 'trigger': {'zscore_k': 0.9979966611018364, 'range_atr_min': 0.8984974958263774}, 'risk': {'be_trigger_r': 0.5, 'tsl_start_r': 0.9, 'tsl_atr_mult': 20.0}}",2521.764037,"[{'time': '2025-06-07T15:13:00+00:00', 'price': 2520.42, 'stop': 2521.764037, 'mode': 'BE', 'r': 0.5273224043716852, 'tsl_active': False, 'be_armed': True}]",2521.764037,BE,3.6599999999998545,0.894545628415373,0.0,0.894545628415373,0.0,0.0,0.894545628415373
ETHUSDT,2025-06-07T16:57:00+00:00,29,SHORT,2511.33,2508.065271,2.4700000000002547,wavegate_momentum,2508.065271,BE,BE,True,False,2511.33,event,"{'wave': {'atr_mult0': 1.793322203672788, 'atr_window': 258, 'w2_end_arm': 0.81, 'w2_post_min': 0.8200000000000001, 'min_conf': 0.9, 'max_age_bars': 80}, 'trigger': {'zscore_k': 0.996661101836394, 'range_atr_min': 0.8974958263772955}, 'risk': {'be_trigger_r': 0.45058430717863107, 'tsl_start_r': 0.8258764607679465, 'tsl_atr_mult': 18.764607679465776}}",2508.065271,"[{'time': '2025-06-07T17:00:00+00:00', 'price': 2510.18, 'stop': 2508.065271, 'mode': 'BE', 'r': 0.46558704453440175, 'tsl_active': False, 'be_armed': True}]",2508.065271,BE,2.4700000000002547,1.3217526315788064,0.0,1.3217526315788064,0.0,0.0,1.3217526315788064
