symbol,time,id,direction,entry,stop,r0,reason,exit,exit_reason,stop_mode,be_armed,tsl_active,be_price,wave_frame,adapt_params,be_floor,stop_trace,last_logged_stop,last_logged_mode,exit_r_raw,exit_r_fee,exit_r,r0_used,r_realized,r_sl,r_be,r_tsl,r_sl_overshoot,r_realized_adjusted
BTCUSDT,2025-06-07T22:33:00+00:00,0,LONG,105892.66,105707.39,185.27000000000407,wavegate_momentum,105682.3,SL,INIT,False,False,105892.66,event,"{'wave': {'atr_mult0': 1.026711185308848, 'atr_window': 95, 'w2_end_arm': 0.9, 'w2_post_min': 1.0, 'min_conf': 1.0, 'max_age_bars': 50}, 'trigger': {'zscore_k': 2.05008347245409, 'range_atr_min': 1.936727879799666}, 'risk': {'be_trigger_r': 0.4459098497495826, 'tsl_start_r': 0.818864774624374, 'tsl_atr_mult': 18.647746243739565}}",105707.39,[],105707.39,INIT,-1.135423975819053,0.5715585901656915,-1.7069825659847444,185.27000000000407,-1.135423975819053,-1.0,0.0,0.0,-0.13542397581905297,-1.135423975819053
